Airlines,uri
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e6fdf4f42bba660ee707ae6dbb23bb8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b256915936f8a7be8fbd9292104763b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8d1696ab480dce40ce4bbe2c30c28e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bd43d557c983bbe9b721285d5dac484.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e02dc502393033af4675ac25709ceab.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e7a227da7e96c1b2db30e3817dd4300.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a259e302f78dde3fca7cacc3e0c64d1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cf5636ed39f1af90dc53df7ea6ffe5b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a11ac1decd86a30357c342532652129.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0be99201122a0c8a5038aeb94d46d2e0.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dfce11d572b28d24274633d64db2f7b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a78db7f1436de9d89203eafb3b304a7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a3631e7e4c67a56aa7b15e84d451e62.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b363eff1a64d465db59c595bf5d8ec3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d030ee12e34ac380019e62839eab8fd.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b57c87c2643a49d590325127d9812a8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cca0d954c2247227a59de66d8ae13df.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e588abf26b1fba7d94e502ad20fd5f4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cf1c096b3b8ed26c0ee28078e68d693.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e32494f754fd518f7e10e25fbed1dac.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb4259d87a18c9ce93b3ee97497b86b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e4fc151817888f808b35fae241e907e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd6c8a4810a044ceeb7e21afdc36126.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00a5d23fa78de769d00d2ced7d067dbf.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bf44cd47c202f590ef58e012c52117e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c323c8f9d0aff3614ce16bd927a0061.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6332cb6bea033303c092b3152ef3db.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a80804cb39708dda23b78eadb0113d7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00b1abb7862c2512fa995d4d641659eb.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c7619a726cddace38f99d5126e4b5cf.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bfdff5bb64a88dc79c8ab142891288a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c5f5083748168a221e0183a13f3fd7d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d0bd1b0fbf1aea160bc0eb67cb0e840.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d030ee12e34ac380019e62839eab8fd.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d057428fb6a3fd99797cefdb845ef11.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dc8667808e511ec3d525aff0e221b93.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b8133283ccdd397b56b2b692e6bb7b1.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c4be285733b3edc6794639d8e45b07f.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c9f5c3941016e3c894569ff96a62ae5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b04d5047d0e16ed22221d25debd7e96.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb9db4e1d4abdfcf6e9f7c5ed19da75.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ad0549c960e11bc60508056fb6d7f4a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a09689860fb4a2ad69f55b611bfe20b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e7a227da7e96c1b2db30e3817dd4300.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cfba379987ad6edf20135cf106632f5.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cf5636ed39f1af90dc53df7ea6ffe5b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6332cb6bea033303c092b3152ef3db.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0aac49ab17145acc4c0e6ecd9dc4d987.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0daa6f5da597d556af96f2490e396b93.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bfdff5bb64a88dc79c8ab142891288a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d0dd3ccfb9709cd069584f463d89a59.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0aeb5fb2e2250af388b94ae6279661db.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a7fd4894ca972346066541d16faea1b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a3631e7e4c67a56aa7b15e84d451e62.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e3f1257ff395ce5b4e9edbb5b769071.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a7ad777907100af0e692c9675b7c9f9.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dba42449d186d81120de3e4d7a94a9b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c916c4ffe72838c1f3e4adc68c42015.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e680f0055a11753192ca6430e57e05e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e588abf26b1fba7d94e502ad20fd5f4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c82dd9e77b50088cd2f6ed6c223169c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b4fe97acf7e5e48f321aadd2f7bbd3c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6fbaf4184419ae1bee61fc87a3ab7d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0be7a03351a759a5ce0c202b3f0dd12b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b1eaf0cadce1b185f1c1e179b406eef.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a56c25d5e75acc61ab878ab764228b8.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a9b21fb6063bf4260d2620fe2ab567a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b6540bb760c7b43330ea253b971758c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00de735c3356e632af94678c77f57c18.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e4448eaf85432a97fea749e2b63de0a.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c7d52ade71694ced9bb64864d32c7be.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0caf5d289498683b81aa216ee99c251e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0caf5d289498683b81aa216ee99c251e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0af228e1aaedd5e1eb72a73dd8985d78.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0debf0ad932954065786ddb5232f2fde.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dba42449d186d81120de3e4d7a94a9b.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e919d605b0ca87313cf90c3a6ecbec3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb3c9bce5e30faaea8a4dd034048a3e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a86139ce572199fc2407a51d137639c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d180524ae46b8e2a5912cf3a393b3ee.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bb9db4e1d4abdfcf6e9f7c5ed19da75.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0dd6c8a4810a044ceeb7e21afdc36126.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d2c5f6f8bf9b291cf6d074b32eefdee.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b9b06c9b1ab7e23f6cb7832e6d6e5ca.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c323c8f9d0aff3614ce16bd927a0061.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/00bf9d8d2a3bcac48f8bc46d21fc4928.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d941074ec5050ee06fe1dbe52214835.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ae6e4d3f3e358340134d34f4988f9cc.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0db17777402b71b0fb0172ccbcd0e3a4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c6a40f9d9c154f68a23c900b553e570.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0ad4459e6e55978b2a3da7946a4d5afd.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b94ab1e7b50729b234c7e42fe1bf671.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e5f3e283676560d6d04a79c9d1d8b4e.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c916c4ffe72838c1f3e4adc68c42015.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d03699bfc51444df6ca45c9f7566a55.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e919d605b0ca87313cf90c3a6ecbec3.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c17f5b0a8bd80adcdf6e12ff7089ac4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0d91b3c4ed001ca496d9d7c5b4ec3ae2.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0df8d08ece85cc46df12864fc92bcd4d.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0cf1c096b3b8ed26c0ee28078e68d693.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b60dceccc1689e61a6a828c50c2d323.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0bd43d557c983bbe9b721285d5dac484.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0a2143c1083e6baa672e51e58db4afb4.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0e55b397c7770893544eb92ddc680b23.jpg
Jin Air,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b8eb87912d45fb2930f48928d425f5e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a8338eedd3ebeced9ad26a9bb98a642.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b3b608ba2bf35865660df51510e8fe1.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b5d7b5f35eb4db98b31bc313f4e2eed.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c6ca961fb8b16ac8d9ca56ba5bb78d2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b5d7b5f35eb4db98b31bc313f4e2eed.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b7b1e2bb45373134a4c1e94dd7ee85e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b5d7b5f35eb4db98b31bc313f4e2eed.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/00bbbad6641579aae114073ac3beea38.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d31d3afe2df2f43ad6acc67f24283a6.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a540160a07d22d30870eecf775ee143.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c7619a726cddace38f99d5126e4b5cf.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/00b1abb7862c2512fa995d4d641659eb.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/00c604a9243ff81e5f429f7c23354b8e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0ac83693b42f451f27c992a887c38887.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e29cbe92e1a78243401a2745543ad53.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c7eb9ec5913d7a2dc7c0e9d0ff41f28.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a1e97581a8d18fecf8e4b6dd95b1f6f.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cfcc112594f58561faa23013b17d685.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b66d210074be5881fea3324aacb6749.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b8133283ccdd397b56b2b692e6bb7b1.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c1e7b43caf99b86bd3db14061c8cae3.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e7a3006a0dab36f28a6e5dec663019e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c1cec5ca5a6fb780a9cfa24d99132b1.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c565efa82f7ca12dc98cd908e11ed5e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a5476cae1df80dbf9edce2935f934b2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0bf1db90f5c2d5b1cf27a0e17903befc.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c13d19b7001530ef05c0650ee76fa1a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c4343c6a5d23bda1683dfcef93bed91.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c82dd9e77b50088cd2f6ed6c223169c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b60dceccc1689e61a6a828c50c2d323.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/00e045cfe25f58c8ccc98fb93bde189d.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e02dc502393033af4675ac25709ceab.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0be0377b7ca314045eaadb4a16f0f93c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c244e2fecb4d1098913decf55571005.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c1325fbfa8b3ce966452724f8671129.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e4fc151817888f808b35fae241e907e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b8eb87912d45fb2930f48928d425f5e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2bf861d46be4fb513858da7d0692a3.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a8338eedd3ebeced9ad26a9bb98a642.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dfdd88b3997447152d8d2416dc80a0f.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dfdd88b3997447152d8d2416dc80a0f.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a56c25d5e75acc61ab878ab764228b8.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a259e302f78dde3fca7cacc3e0c64d1.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2c5f6f8bf9b291cf6d074b32eefdee.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d93f6149ee75e1da81b020b1f9ac0a6.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e7eac2ad4785f63d08c3250039857f2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b6332cb6bea033303c092b3152ef3db.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e58a4946998b3f9b8c03e276a785918.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e58a4946998b3f9b8c03e276a785918.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a540160a07d22d30870eecf775ee143.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c7619a726cddace38f99d5126e4b5cf.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a16c5cfc94d596627c05f152d2c1122.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b960f11a3770da3a8ab33a585fe290c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b455df848479c7b111be18512b3efd1.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dc6c2220fce62e04aefd8e524df33b2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b14a3718339734c11e2c147379b2611.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a1e97581a8d18fecf8e4b6dd95b1f6f.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c8e4c1700687b0ea4944a2b33b01de5.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c186febf77f05fd6785735d6e8c6ff9.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dc8f942ff0fba640a6bc056f95b376a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b57c87c2643a49d590325127d9812a8.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d057428fb6a3fd99797cefdb845ef11.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dba42449d186d81120de3e4d7a94a9b.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d5c488e1e6194c44e389daa569fe625.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cdbe38cdf213b9f46182f98230aa5f7.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d180524ae46b8e2a5912cf3a393b3ee.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c17f5b0a8bd80adcdf6e12ff7089ac4.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c82dd9e77b50088cd2f6ed6c223169c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cf1c096b3b8ed26c0ee28078e68d693.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d57cde3e759a3769004e31750c1c020.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e4fc151817888f808b35fae241e907e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dd6c8a4810a044ceeb7e21afdc36126.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e7a227da7e96c1b2db30e3817dd4300.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0aba94ce585bab43b8a798af3a9cb901.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0dfdd88b3997447152d8d2416dc80a0f.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0db43becf71e08ff0b99ec74197f699d.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/00a9b104e3a2d849ea832403d4ff9d26.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0ad714fcbee3683428d79fb0a55e944c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0d2c5f6f8bf9b291cf6d074b32eefdee.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b9b06c9b1ab7e23f6cb7832e6d6e5ca.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0e7eac2ad4785f63d08c3250039857f2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c323c8f9d0aff3614ce16bd927a0061.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a30bd537b70fb9064b23fbdb3d7c7d8.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b960f11a3770da3a8ab33a585fe290c.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0aeb5fb2e2250af388b94ae6279661db.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a1a44a0147b93d93a8dcbda6d1519f2.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0ac83693b42f451f27c992a887c38887.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0a9a20c1ee2a00eb504b22ef77b6dd31.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0aeb5fb2e2250af388b94ae6279661db.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b477b59301545d1448789cf793be3b7.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b14a3718339734c11e2c147379b2611.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0cfc8d39fbf7add5c02105278413473a.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0caf5d289498683b81aa216ee99c251e.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b57c87c2643a49d590325127d9812a8.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0b66d210074be5881fea3324aacb6749.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0af6597ac12d686e67d1dabed8b6ba47.jpg
Korean Air,gs://bq-mm-benchmark-mmqa-images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
